"No.","Time","Source","Destination","Protocol","Length","Info"
"166","0.072769","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f5e2bac7e220f63333b8e538bab078b7bc308af37e768fe377.165.exfil.attacker.com"
"167","0.073326","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 9eb5936fbb0eb3aae2d7ea3e18aafdac5c6ce66dafdefecee2.166.exfil.attacker.com"
"168","0.074013","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7ee7b1e6d54598fcc6e6b72f2eef7ea2da2f6ace2e5aabb7bd.167.exfil.attacker.com"
"169","0.074779","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 2276cd759f6634e6ac2c0cb47e5df5e5f8b3388668ab557e7e.168.exfil.attacker.com"
"170","0.075185","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 14afce0f77a8fa683587baaada4f04cf8d0a13b37da4cf9331.169.exfil.attacker.com"
"171","0.075622","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1f88dcf6ec4173cc171ff5871573f6abf23aa2c5d9b160b4bd.170.exfil.attacker.com"
"172","0.076056","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d9ebfc2df43a96aa5ef15cb1f0882495b71bf16c317bc4a8d3.171.exfil.attacker.com"
"173","0.076593","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A af38fe91fcca7f8e3b26167971d3472c3a9e0d08abf5fb3f9b.172.exfil.attacker.com"
"174","0.077289","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b07b6de134b3608a738dfb9ebfbba98a956ded55dabd8e49d7.173.exfil.attacker.com"
"175","0.078197","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ccf5e88dfa43dbde6e466fe6dca12afeaeca33a3f358b5fd9d.174.exfil.attacker.com"
"176","0.078652","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 556f49de918367e463f9b4ef5c3862b47059a12f1c5c69e3b9.175.exfil.attacker.com"
"177","0.079103","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A e8d662e7371e3fc968bc59b5e86a7971f67ec6cfc7bea37db5.176.exfil.attacker.com"
"178","0.079715","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 3722f29c2022fefc1df961b5aaedafbaf6bd3b73c1ee46d76e.177.exfil.attacker.com"
"179","0.080200","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 666ed77f2fd3d1fb1ab9318f8b2dee78407ed428779c2dde8f.178.exfil.attacker.com"
"180","0.080623","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b6774741f49df43a96aa12d495495933fa7e9e95c58a51a7bf.179.exfil.attacker.com"
"181","0.081004","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7bb11b93876af06db1ba2833ba962d5614618ee8f77d366137.180.exfil.attacker.com"
"182","0.081435","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6d92f7cd8ba555e25a44dbb9724dabd7852356f4e94f33eaff.181.exfil.attacker.com"
"183","0.081854","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 77c8fb8858d5ef46e7b16afbbbca05978877157f9a9cabbff5.182.exfil.attacker.com"
"184","0.082473","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1ede55f0cc6f1ccf2c841ea91e60455cc9a1cca9e68e11abb4.183.exfil.attacker.com"
"185","0.082880","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7bfb49df5bf249f2758f385a289871572ef805a3f9d88c9813.184.exfil.attacker.com"
"186","0.083320","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5f69fba3dc38bbff3b8d8eed6cfb1dbd70f0ade3efc8fbef1c.185.exfil.attacker.com"
"187","0.083792","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5ba992fb95a4d3549383d58bfc6a1fafeaf4f9a33a39560f90.186.exfil.attacker.com"
"188","0.084201","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8f0a4e115727d247f4fb3d9bb01b93bcb5466f9344eca6eaff.187.exfil.attacker.com"
"189","0.084635","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ab734c93f713b12acf8c0a40bb3dbd5aa97ac2f9eee24f933f.188.exfil.attacker.com"
"190","0.085074","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 32f1cadcbc4a352f5831a6f5db5df551846a6c5c71ac3c56e5.189.exfil.attacker.com"
"191","0.085569","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A df8855dae2f91bdfe4bddb68cc58f9e0b1b92b17fc82eadadd.190.exfil.attacker.com"
"192","0.085996","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 3547a954b931e2eabcfdaa51eeb8d27ef3b62256cdd13ec5ba.191.exfil.attacker.com"
"193","0.086397","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ec0a8304b5a2d354db5dbdc81f2591573dfdab16217dac5cc0.192.exfil.attacker.com"
"194","0.086818","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 55d7b38f570ec8fd7eaf2e6eda62e9dd03d24eaac2e42b271d.193.exfil.attacker.com"
"195","0.087211","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A af52f5ffbbfa41decfca365b9dc7caedef66547cff94eb958b.194.exfil.attacker.com"
"196","0.087779","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b0ab0a1daf548d3757e705f9a9efd5b1a3c9db5dbd7d6a55de.195.exfil.attacker.com"
"197","0.088165","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5a997fdbdc8a3f1a1580ee70472ef815d538b5b28f3c33fa9e.196.exfil.attacker.com"
"198","0.088554","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b42b85961546c77545de56c46eedf4da15e2ebad7ec2993b4c.197.exfil.attacker.com"
"199","0.088947","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c48ac24595f8566cb7377abdf2950b81fc4a7b1f3181599568.198.exfil.attacker.com"
"200","0.089336","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ab4138c7ab9e94f5fbbc2aaed1277c26792755bf78e5a4e355.199.exfil.attacker.com"
"201","0.089748","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A aa3e71c7c73f4793ed5579a65a4845accef5b1205e958fdea9.200.exfil.attacker.com"
"202","0.090152","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6adf774df4e27ab5ef1439f260211fe3aa62441ccfaa6d3d92.201.exfil.attacker.com"
"203","0.090548","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A afef8a6bdc3f8d5e59141b3d883972bf38aecabfabc69936af.202.exfil.attacker.com"
"204","0.090944","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ba239fefa01a33ee9a47e5fd445ccd05bf225fb7575fbb5171.203.exfil.attacker.com"
"205","0.091333","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fcddeec81d797b11abe6689fe2fd778e978a0edcfff37eab93.204.exfil.attacker.com"
"206","0.091817","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7cee30ab3a4ddee6aaedf6aa2412f18a0972af1a8c5bac4af6.205.exfil.attacker.com"
"207","0.092222","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d50437c7ec97255ed13fddbebabfb6b036c95bab6a8fabdfbe.206.exfil.attacker.com"
"208","0.092613","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fb0455ff5fd5df7aa302d02ab958b06afbd157e3bef7d76975.207.exfil.attacker.com"
"209","0.093102","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 11fed5f277ec445c9d383ed2dffb23458bfc60e06cff6b05a8.208.exfil.attacker.com"
"210","0.093477","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 38c73606bc225fe66b1c7165fcce0b912bdbaa547de8c8fde2.209.exfil.attacker.com"
"211","0.093938","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b83bf36f1bc3be3d5fdda51ae3efca83793f11abfbefaef275.210.exfil.attacker.com"
"212","0.094475","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7b759baee62e9ff03678953bae8c6b79bc6db15b3bbd3e2be4.211.exfil.attacker.com"
"213","0.094872","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6b54497ee5a4e6ce4e93b719b1ba3033fa7cebabc5247d742c.212.exfil.attacker.com"
"214","0.095293","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A abde026adb1beda7c5aa09d8483fa05c9d70b4d7403da95dab.213.exfil.attacker.com"
"215","0.096034","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ca1b3b5ee3aa287a47fb1ffd73c7ab5493a1ab85fed15b11ab.214.exfil.attacker.com"
"216","0.096463","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 73f02b55e714ff7de739f57de9e8b8d8e7eab3c5f2aa6ddcdd.215.exfil.attacker.com"
"217","0.096929","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 97ef9817f4e771f65a3c5215063f61a1b3b3dc172356e5dff6.216.exfil.attacker.com"
"218","0.097321","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 06f99d7dfb9be5ef198bb83a1fabdc910b7e45557c79f5b5ab.217.exfil.attacker.com"
"219","0.097767","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8e61e51af2ac7c4c11577247759e11bbd9ef8c18ba7bf27767.218.exfil.attacker.com"
"220","0.098191","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a7c9db5cb5dd5ede7ec41d93cb19f909671f57ef593f08c762.219.exfil.attacker.com"
"221","0.098567","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 74b4208db87b41d4b799b34fb51b93bc7b5405a01545c84f93.220.exfil.attacker.com"
"222","0.098946","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A cf31e28ec955753d574eb6ab8fcb5edd7e95dbdf951b57a9de.221.exfil.attacker.com"
"223","0.100237","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f2b83a698cdf8f6b9d23fe3c8a0aad8873e6dae5ef3938f391.222.exfil.attacker.com"
"224","0.100664","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A be7cbe1177e7cbaaed449c95bf13e9eab85189fc968ff7ca31.223.exfil.attacker.com"
"225","0.101087","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f35cbed6112bf26fbb9767fadcafa8d6065772e1c8ea5cf04b.224.exfil.attacker.com"
"226","0.101496","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 46d7eecc387056750caffaaa8847f231455c7933aa7a00b063.225.exfil.attacker.com"
"227","0.102312","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fed0f37e486ed0112b93c7a890b042dee6aaed367952d9e2ea.226.exfil.attacker.com"
"228","0.102773","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c2e9aceae9f4aa63ea93789b60551380167756f8fb63b932e1.227.exfil.attacker.com"
"229","0.103148","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 68933c4f69d7cb4f07afbc5afba95ef964325fcf88ab7dba97.228.exfil.attacker.com"
"230","0.103552","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b7bde29e5545ababdb7ca76a227b76821705f9fc2665fcf7a3.229.exfil.attacker.com"
"231","0.103979","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 9c7aa668911f0a1c9de056e77cf5cdb019abe705b91076d702.230.exfil.attacker.com"
"232","0.104391","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a42aa4de910fb837ffb6c5dc993ef72baab9e695f9d8c8ea5c.231.exfil.attacker.com"
"233","0.104750","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f04b3ee1dae56378c5f8f1cc1db9a39aefdcb90e7a97d7b61e.232.exfil.attacker.com"
"234","0.105240","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A de6654e058a9ea34ab16e479bb6727eb23d5e438e29d9dbe7a.233.exfil.attacker.com"
"235","0.105711","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 42dde2ca1b18fd7d6a4f7fe37fab49408b2bc9f491fe58ae4c.234.exfil.attacker.com"
"236","0.106111","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A e4dbe2c8246fbdbcb8bdab2dbcd3a8ff5fe96723556160e564.235.exfil.attacker.com"
"237","0.106536","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 3b6f7bc5f6ab5c74759bef54dd83a36f56c6c4b32f1244fe8c.236.exfil.attacker.com"
"238","0.106891","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6b92dfa8a926a867725ddeced15c970b48112b0b8f23d5bce0.237.exfil.attacker.com"
"239","0.107205","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ca7e7361e68e3e1aaa36bf63eefb04a3fcbb42bb8f67fadcaf.238.exfil.attacker.com"
"240","0.107568","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c8d7fdaeebb53a17fc92eadaad5e073d9373e227cc0146b923.239.exfil.attacker.com"
"241","0.107882","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8fc347e4f38c38fac0e51bacc9b07cbcea95b6d589b7ea34ab.240.exfil.attacker.com"
"242","0.108201","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f671d7769b6a721cf1ce0457ddb3165706e7fe096a2f57f7fb.241.exfil.attacker.com"
"243","0.108504","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5855c8cbfa41edcae4bab5bd3887b897b1ddf6f18b2ae2efe3.242.exfil.attacker.com"
"244","0.109345","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1adeb578d8452e1cafee779f62d4ffef900b6a11abf2cc6832.243.exfil.attacker.com"
"245","0.109825","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7475f29217dd1157faeb3b55d7e8e8443a72475f308f7ef128.244.exfil.attacker.com"
"246","0.110167","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 97e4fd3dfad947fa6d1ced8bf9cd998855edee9195f3829c8f.245.exfil.attacker.com"
"247","0.110554","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ee1a9742b5e07ac5f5fa4577e6df966fa3df471e6c5f645f45.246.exfil.attacker.com"
"248","0.110907","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A bcd518f7f85b73db19b94fb5b8e31aaccc05bf26aed3bbaf5d.247.exfil.attacker.com"
"249","0.111213","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 3f7759f57da45755793ae28aea5a5f29287daa6b576953f1a4.248.exfil.attacker.com"
"250","0.111754","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 2d068a68582d62807a750388e38889663b8648c8673b5cd549.249.exfil.attacker.com"
"251","0.112069","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 56278faad31c7d4a3992b7bbfad8abeb1371f4a9f04aa3ef21.250.exfil.attacker.com"
"252","0.112374","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 88b832116df7a99a3c570bbd3baf45ff7198b36d3b548bead9.251.exfil.attacker.com"
"253","0.112711","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8849c91d939d1df48bc655df0715db6885bad5a20db5026044.252.exfil.attacker.com"
"254","0.113089","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ec67a65d55fdbfea1f2be4fd445c29e8f6aae246c4d5f69db7.253.exfil.attacker.com"
"255","0.113392","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b7629b23ad7d1c6d6bedf7fa31bbbaf7d522e448812c17e69f.254.exfil.attacker.com"
"256","0.113714","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A bd259aefc995d7e6fbed1c6d9fd5f87c651c9955edf7ecbc20.255.exfil.attacker.com"
"257","0.114012","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 170ace6e6746be6f57ae57cce5e2778fb6e93e97dd912f3fc5.256.exfil.attacker.com"
"258","0.114492","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5df97754dc9889e8a7d1be8edeb36f53b5f3882a775eb53217.257.exfil.attacker.com"
"259","0.114854","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 3cb2637fabe6e6775cbb913ceead9ab35c553dd8b89a3bf2f6.258.exfil.attacker.com"
"260","0.115168","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8e3e20fa160a409d48845582ea23267b7724c626924ef51d11.259.exfil.attacker.com"
"261","0.115579","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7d44837f740cb97815512d90e3cff2cf8da212fb89636d4f4f.260.exfil.attacker.com"
"262","0.115893","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f2f623da6bf18f9eba3c3a972627bfd505a06a511071d72267.261.exfil.attacker.com"
"263","0.116216","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 563eef15e7dfda42b58dfc31833eeea8f8f7ede6ac47c77c24.262.exfil.attacker.com"
"264","0.116741","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a22daf3ebf6f16d7a27fcb61c5842872417fcd9f2d9e67c5b1.263.exfil.attacker.com"
"265","0.117105","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 56138188aaddc6e425f6dd72d0e8e38fb1cd38e69cb35a1ccd.264.exfil.attacker.com"
"266","0.117519","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0fa3a2eed1ed8c8cdee29bfdaeb73671ee63941be3cff3cf56.265.exfil.attacker.com"
"267","0.117887","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 317b6e3159eff715bf3b238eb9cf237de489e0e8fae7f63112.266.exfil.attacker.com"
"268","0.118262","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fbeadbca4cfbcdf7a4cabbb3f27956e25cf23d88c8e7dc8e25.267.exfil.attacker.com"
"269","0.118689","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ff5c1557fa7e3586cddedb2ccf8dae1cd733d5c2f8e871e7b6.268.exfil.attacker.com"
"270","0.119327","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 39fbfb919faa395b5ccbd9b6fa4daadc7da59f34b9ef9d8dd9.269.exfil.attacker.com"
"271","0.119736","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fbf60da24df6f3f1aa9d45b4b7a1fa397e1f478ae6cdca5c50.270.exfil.attacker.com"
"272","0.120160","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d9a1bfc5fe22f744f4e3763eb623e7b7427f5d67c6bd3bb4eb.271.exfil.attacker.com"
"273","0.120508","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d2cf29f2981871257754eb895716da5ea99e41fc98e8705523.272.exfil.attacker.com"
"274","0.120787","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1a459e54ae1013992a018d62d4c0abc67b3546fbca3f773666.273.exfil.attacker.com"
"275","0.121189","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 126cbe3f579ea256f2f65b1c7d82b0dae8b8ae9c7fdbc668f0.274.exfil.attacker.com"
"276","0.121611","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a826632d5627c2b6981ab5b119ab267911713cb30bd6ddf58b.275.exfil.attacker.com"
"277","0.122125","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A adabf73dfa785ebcb5b8fa2429eed7a880d322dfd351bf3a1a.276.exfil.attacker.com"
"278","0.122421","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 478fbd5a5446cce4c019d1a7f3b623668deed195c8d73e8b73.277.exfil.attacker.com"
"279","0.122755","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A af8a4c330b8cd1f98ef69fdf2089989dccc671f663f4ec3c20.278.exfil.attacker.com"
"280","0.123067","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 9fdb28efcec8edb6b2321fb6b872cc795b1147fb4d93e748cf.279.exfil.attacker.com"
"281","0.123443","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A dad61555b170769c6a45b8fcfbcfdaf4a82ff431db5ebf496e.280.exfil.attacker.com"
"282","0.123790","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d71157c79cb0329f457f7ff77c7085aa5d9e8933f7276f23e2.281.exfil.attacker.com"
"283","0.124105","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6c2ee87d737f6b6fae567da045ce7b2deecc7fbd7e4c991df7.282.exfil.attacker.com"
"284","0.124423","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ae8a7bd35e8818cdef46d7e5ca78558d9fb30fd0be4d3d83f8.283.exfil.attacker.com"
"285","0.124755","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 21338b872afa274f57be4b241a5655159f892a715613dc2b31.284.exfil.attacker.com"
"286","0.125555","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fad8c7aa42d36c21a32a4aac344a24ef560d6a578eadbf6fa3.285.exfil.attacker.com"
"287","0.126055","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 2499173a39aaf67056dbe6ecc4ba5225ecab71e793e56fd0e7.286.exfil.attacker.com"
"288","0.126412","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 91ab13a0684f8f72dc95d76b67f35d1ec0cfe4fc2af2769f19.287.exfil.attacker.com"
"289","0.126733","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 158056a926b3b339363ceaf767e2d922217f974e1fcf26b7d5.288.exfil.attacker.com"
"290","0.127043","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b956d1dfa36a41588da3957e7fa371b192dbfe95dc92170995.289.exfil.attacker.com"
"291","0.127441","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d9eb321b5727fc797b11cfee6da52ac8dc2def6f669c7a34a7.290.exfil.attacker.com"
"292","0.127778","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7b74decff2641fb36def5be4761d319a9f1c51f5f72b11fdfe.291.exfil.attacker.com"
"293","0.128167","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 68ceff34abaec9b3e24a256f23e2519f98f1adfd2d8ead6af7.292.exfil.attacker.com"
"294","0.128528","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 47e2d1f9ad12d7b78dd1af78232abf097c26aee48ebcef2bf3.293.exfil.attacker.com"
"295","0.128836","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d34f77ff08fac1fac54334f0f6ca63444c5c4713d388b6286a.294.exfil.attacker.com"
"296","0.129155","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A db38d3e0f2c2351a5aec3726a4d1b17343cc31bbcffcd9cdb6.295.exfil.attacker.com"
"297","0.129467","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A afabfa81b0da47c4a3c97574f4d9c45a154256cadb5e758dae.296.exfil.attacker.com"
"298","0.129854","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A aacebbc5ecb5ebf50bd04783c7e87e46cc4c8267cc14a35688.297.exfil.attacker.com"
"299","0.130177","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 012bce35f6313be0473c6abb3b7b65f1a7c599fb9f8b3fd15f.298.exfil.attacker.com"
"300","0.130714","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ab0955750e7deeaa1696118f8a17f13b671602557fbebac0ee.299.exfil.attacker.com"
"301","0.131047","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 55e77fb5bf56f7ef4a1123cc3c797d949f9efd6e8bfedc47f7.300.exfil.attacker.com"
"302","0.131437","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 79469f37238eb4d7bcbf33eda6c9f77756f500a5ea17abe5eb.301.exfil.attacker.com"
"303","0.131833","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d6e2cc22226feb15e3733eee677da9eadf7d8cdaf46c9e6c71.302.exfil.attacker.com"
"304","0.132212","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 66f1fdc9f2f945bc62fc8d3954ec27fac76cf1fb48f1f713c5.303.exfil.attacker.com"
"305","0.132578","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b1f7fdaf6a77cfc6a4513b7e24f7df16677241f38dfd2dae7f.304.exfil.attacker.com"
"306","0.132934","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A cee3d1a6221fc7b8da1f739bbb8e8ef56eaf2cfec4b6ab712a.305.exfil.attacker.com"
"307","0.133269","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d6e571fde33af4fb8fff1ecd0346f77d465ef7afbcf79fe6fe.306.exfil.attacker.com"
"308","0.133583","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 16f4a1fac54334baaa613f4a12d1485a633df354203f4d1c35.307.exfil.attacker.com"
"309","0.133917","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b2aa43b4986de455928c4eb5d2a860b04ab5fd5583f0e86da6.308.exfil.attacker.com"
"310","0.134245","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6793bd57a8ee5d8bd9fbdfebb7f7accde641eaeabeb37e4270.309.exfil.attacker.com"
"311","0.134570","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 644175d5ec138633fdfadbf5ede3ea02b1cf9f2d5f3ecaa755.310.exfil.attacker.com"
"312","0.135001","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0e1ee9f3774cdc734122ee5bb4af991c312a0cac68e359d59f.311.exfil.attacker.com"
"313","0.135495","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 57e699eafa5ecdf5797b1157fa45dc93ea38738ceedd4cdf8d.312.exfil.attacker.com"
"314","0.136037","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c813d66a0c99bd363917ceb6d56ad173455ea4cecac71f319a.313.exfil.attacker.com"
"315","0.136324","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 73ac549dff91e3eee5beb3b2df8ce4e31eed33da43758d738c.314.exfil.attacker.com"
"316","0.136594","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A da74df1fa27dc7b93e9afb5dcdcd9f269f5fc41df9f799d8e7.315.exfil.attacker.com"
"317","0.136852","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A cc7dccb9e59b55b9f88ef9d8ca5cf0adfd2d726e2e30c4be9f.316.exfil.attacker.com"
"318","0.137226","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b5a59cfb5adca97f3bf7eef61e6d238f6d31368fee5f336a53.317.exfil.attacker.com"
"319","0.137479","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 677347b5167c760cdfecde16f4a1fac5435e3864d1e87387ed.318.exfil.attacker.com"
